Dealer_ID,Dealer_State,Make,Vehicle Category,Vehicle Colour,Listing Month,Transmission Type,Fuel Type,Cylinders,Engine Size,CO2 Emissions
D011,VIC,JAGUAR,MID-SIZE,Black,Apr,AS8,Z,6,3,243
D006,TAS,JEEP,SUV - SMALL,Blue,Aug,M5,X,4,2,212
D042,WA,MERCEDES-BENZ,MID-SIZE,Red,Jul,,Z,6,3.5,230
D018,NSW,BMW,TWO-SEATER,Green,Oct,AS8,Z,4,2,200
D047,VIC,BUICK,SUV - STANDARD,Grey,Sep,A9,X,6,3.6,278
D010,VIC,VOLVO,MID-SIZE,Grey,Aug,AS8,X,4,2,193
D040,QLD,CHEVROLET,TWO-SEATER,Red,Mar,AS6,Z,8,6.2,276
D056,WA,BENTLEY,TWO-SEATER,Silver,Feb,AS8,Z,8,4,327
D046,WA,LINCOLN,MID-SIZE,Grey,Aug,AS6,X,4,2,220
D057,VIC,CHEVROLET,PICKUP TRUCK - STANDARD,Grey,Apr,A8,X,8,5.3,290
D027,VIC,MINI,TWO-SEATER,Unknown,Nov,A6,Z,4,1.6,191
D045,WA,CADILLAC,COMPACT,Black,Sep,AS8,X,6,3.6,234
D054,QLD,BMW,SUV - STANDARD,Red,Feb,AS8,Z,6,3,269
D028,NSW,SUBARU,SUV - SMALL,Blue,Oct,M6,X,4,2,220
D055,QLD,CHEVROLET,PICKUP TRUCK - SMALL,Black,Nov,A8,X,6,3.6,273
D025,WA,FORD,MID-SIZE,Blue,Feb,AS6,X,4,2,225
D028,NSW,SCION,COMPACT,Red,Apr,AS6,X,4,2.5,207
D023,TAS,GMC,PICKUP TRUCK - STANDARD,Silver,Sep,A6,X,8,5.3,326
D059,NSW,JEEP,SUV - SMALL,White,Jul,A9,X,4,2,249
D022,VIC,LAND ROVER,SUV - STANDARD,Blue,Aug,AS8,Z,8,5,354
D051,NSW,AUDI,SUBCOMPACT,White,Dec,AM7,Z,4,2,206
D033,VIC,MAZDA,TWO-SEATER,Grey,Mar,AS6,Z,4,2,186
D035,VIC,MAZDA,MID-SIZE,Silver,Jul,AS6,X,4,2.5,182
D035,VIC,MERCEDES-BENZ,SUV - SMALL,Grey,Dec,A9,Z,6,3,272
D009,NSW,BMW,COMPACT,White,Aug,AM7,Z,8,4.4,338
D053,WA,LEXUS,SUV - SMALL,Black,Jun,AS6,Z,4,5,228
D005,NSW,HONDA,MID-SIZE,White,Sep,,X,4,2,163
D009,NSW,JAGUAR,TWO-SEATER,Black,Aug,AS8,Z,6,3,253
D042,WA,TOYOTA,SUV - SMALL,Unknown,Jul,AS6,X,6,3.5,251
D052,NSW,DODGE,MINIVAN,White,May,A6,E,6,3.6,274
D024,SA,BMW,SUV - STANDARD,White,Mar,AS8,Z,8,4.4,317
D040,QLD,BMW,SUV - STANDARD,Red,Aug,A8,Z,8,4.4,324
D043,QLD,AUDI,SUBCOMPACT,White,Dec,AM7,X,4,2,182
D019,WA,CHEVROLET,SUBCOMPACT,Black,Dec,AS8,Z,4,5.6,220
D059,NSW,BMW,COMPACT,White,Jun,M6,Z,6,3,245
D037,NSW,DODGE,MID-SIZE,Grey,Oct,M6,Z,8,6.25,325
D023,TAS,FIAT,SUV - SMALL,Yellow,Jan,A9,X,4,2.4,217
D030,QLD,AUDI,MID-SIZE,Black,Aug,A7,Z,8,4,281
D032,TAS,JAGUAR,TWO-SEATER,Green,Feb,AS8,Z,6,3,265
D025,WA,TOYOTA,MID-SIZE,Black,Aug,AV,X,4,1.8,163
D055,QLD,LINCOLN,SUV - SMALL,Red,May,AS6,X,6,2.7,284
D042,WA,BMW,SUBCOMPACT,Grey,Sep,AS8,Z,,4.4,322
D020,QLD,CHEVROLET,STATION WAGON - SMALL,Silver,Aug,AS6,X,4,1.4,195
D027,VIC,LEXUS,SUV - SMALL,Red,May,AS8,X,6,3.5,255
D012,SA,MINI,SUBCOMPACT,Black,Jul,AS6,Z,4,2,196
D056,WA,MERCEDES-BENZ,COMPACT,Black,Mar,AS7,Z,8,5.5,301
D044,NSW,BMW,FULL-SIZE,,Oct,AS8,Z,6,3,214
D024,SA,VOLKSWAGEN,COMPACT,Black,Jun,M6,Z,6,2,205
D055,QLD,MERCEDES-BENZ,SUV - STANDARD,Black,Jul,A9,Z,8,4.7,318
D044,NSW,LEXUS,COMPACT,Black,Apr,AS6,Z,6,3.5,254
D026,NSW,MERCEDES-BENZ,SUBCOMPACT,Green,Feb,A9,Z,4,2,224
D036,NSW,JAGUAR,MINICOMPACT,Red,Feb,AS6,Z,8,5,315
D039,NSW,MERCEDES-BENZ,FULL-SIZE,Blue,Dec,AS7,Z,8,5.5,304
D006,TAS,VOLKSWAGEN,SUV - SMALL,White,Jan,AS8,X,4,2,228
D027,VIC,FORD,PICKUP TRUCK - STANDARD,Grey,Feb,A6,X,6,3.5,292
D019,WA,KIA,FULL-SIZE,Grey,Aug,AS8,Z,8,5,306
D005,NSW,KIA,COMPACT,White,Apr,M6,X,4,2,206
D045,WA,DODGE,MID-SIZE,Red,Mar,M6,Z,8,3,320
D052,NSW,BMW,SUBCOMPACT,Black,Aug,M6,Z,6,3,256
D021,QLD,MERCEDES-BENZ,COMPACT,White,Jan,A9,Z,8,4,324
D048,NSW,LINCOLN,SUV - STANDARD,White,Jul,AS6,X,6,3.5,339
D005,NSW,TOYOTA,PICKUP TRUCK - STANDARD,Grey,Oct,AS6,X,8,4.6,354
D052,NSW,HONDA,COMPACT,Silver,Aug,AV7,X,4,1.8,166
D024,SA,HONDA,SUV - SMALL,Red,May,A5,X,4,2.4,216
D003,WA,LINCOLN,SUV - STANDARD,Red,May,A6,X,8,5.4,368
D053,WA,FORD,VAN - PASSENGER,Unknown,Aug,AS6,E,6,3.7,343
D051,NSW,KIA,FULL-SIZE,Grey,Nov,A6,X,6,3.3,251
D011,VIC,MINI,COMPACT,White,Mar,M6,Z,4,1.6,200
D057,VIC,MASERATI,MID-SIZE,White,Mar,AS8,Z,6,3,286
D013,QLD,BMW,COMPACT,White,Aug,M6,Z,4,2,202
D008,WA,BMW,COMPACT,Silver,Feb,AS8,Z,,,273
D019,WA,NISSAN,PICKUP TRUCK - SMALL,Silver,Apr,A5,X,4,2.5,290
D009,NSW,TOYOTA,SUV - STANDARD,Red,Sep,AS5,X,6,4,308
D013,QLD,SUBARU,COMPACT,Black,Feb,M6,Z,,2,233
D010,VIC,LEXUS,SUV - SMALL,Red,Apr,AS6,Z,4,,232
D015,VIC,BUICK,MID-SIZE,White,Apr,AS6,X,6,3.6,274
D015,VIC,BMW,COMPACT,Red,Dec,AS8,Z,6,3,221
D044,NSW,CHRYSLER,FULL-SIZE,Grey,Sep,A8,X,6,3.6,237
D041,VIC,NISSAN,MID-SIZE,White,Nov,M6,Z,4,1.6,195
D019,WA,ROLLS-ROYCE,MID-SIZE,Blue,Nov,AS8,Z,12,6.25,375
D001,WA,CHEVROLET,SUV - STANDARD,White,Jun,A6,X,8,5.3,306
D012,SA,TOYOTA,MINIVAN,White,May,AS6,X,6,3.5,267
D021,QLD,GMC,PICKUP TRUCK - SMALL,Blue,May,A6,X,6,,271
D050,NSW,HONDA,STATION WAGON - SMALL,Silver,Sep,AV7,X,4,1.5,166
D002,VIC,AUDI,COMPACT,Silver,Nov,M6,Z,4,,204
D026,NSW,RAM,PICKUP TRUCK - STANDARD,Brown,Oct,A8,X,8,5.7,299
D021,QLD,PORSCHE,MINICOMPACT,Blue,Aug,AM8,Z,6,8.4,277
D021,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,Black,Mar,A6,E,8,5.3,284
D059,NSW,HYUNDAI,MID-SIZE,White,Jul,M6,X,4,1.6,214
D028,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,Black,Aug,A6,X,8,5.3,292
D024,SA,SRT,TWO-SEATER,Silver,Apr,M6,Z,10,6.25,389
D007,QLD,FORD,SUBCOMPACT,Silver,Sep,M6,X,8,5,311
D003,WA,AUDI,COMPACT,White,Jul,AM7,Z,6,3,257
D016,NSW,FORD,SUBCOMPACT,White,Oct,AS10,X,8,5,302
D006,TAS,HYUNDAI,SUV - SMALL,Red,Oct,AS6,X,4,2,241
D015,VIC,GMC,PICKUP TRUCK - SMALL,Blue,Nov,A8,X,6,3,274
D019,WA,BMW,SUV - STANDARD,White,Nov,AS8,D,6,3,233
D015,VIC,AUDI,TWO-SEATER,Grey,Jan,A6,Z,4,2,237
D056,WA,TOYOTA,PICKUP TRUCK - SMALL,Silver,Mar,AS6,X,6,3.5,268
D017,VIC,NISSAN,STATION WAGON - SMALL,Silver,Jun,AV,X,4,2,191
D042,WA,JEEP,SUV - SMALL,Brown,Jul,A6,X,4,2.4,249
D025,WA,HYUNDAI,SUBCOMPACT,Blue,Oct,AS8,Z,6,3.8,283
D032,TAS,FORD,PICKUP TRUCK - STANDARD,White,Mar,AS10,X,6,3.5,264
D054,QLD,VOLVO,COMPACT,White,Jul,AS8,X,4,2,198
D037,NSW,GMC,SUV - STANDARD,White,Jul,A6,X,6,3.6,275
D001,WA,FORD,SUBCOMPACT,Grey,Jun,AS6,X,8,5,285
D008,WA,SCION,MINICOMPACT,Silver,Feb,M6,Z,4,2,224
D018,NSW,BUICK,MID-SIZE,Silver,Oct,M6,Z,4,2,225
D026,NSW,JEEP,SUV - SMALL,White,Mar,AV,X,4,2,234
D023,TAS,PORSCHE,TWO-SEATER,Black,Feb,AM7,Z,6,3.4,222
D009,NSW,SUBARU,SUV - SMALL,White,May,AV6,X,4,2.5,191
D041,VIC,CHEVROLET,SUV - STANDARD,Grey,Nov,A10,Z,8,6.2,343
D040,QLD,AUDI,SUBCOMPACT,White,Jun,AM6,X,4,2,209
D021,QLD,AUDI,TWO-SEATER,Grey,Sep,AM6,X,4,2,209
D018,NSW,ACURA,SUV - SMALL,Grey,Oct,AM7,Z,6,3,210
D023,TAS,CHRYSLER,FULL-SIZE,Grey,Nov,A8,X,6,3.6,242
D045,WA,PORSCHE,TWO-SEATER,Green,Nov,AM7,Z,6,2.7,217
D034,VIC,NISSAN,SUV - SMALL,Grey,Jul,AV,X,4,2.5,191
D039,NSW,CADILLAC,SUV - STANDARD,Blue,Oct,A10,Z,8,6.2,333
D029,NSW,MERCEDES-BENZ,SUV - STANDARD,White,Apr,AS7,Z,8,5.5,401
D043,QLD,BENTLEY,SUV - STANDARD,Black,Aug,AS8,Z,12,6,370
D045,WA,CHEVROLET,MID-SIZE,White,Jul,A6,X,4,1.5,182
D021,QLD,FORD,SUV - STANDARD,Silver,Oct,AS6,E,6,3.5,254
D032,TAS,FIAT,MINICOMPACT,Red,Jan,A6,X,4,1.4,182
D050,NSW,MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,Black,Sep,A7,Z,4,2,251
D021,QLD,LEXUS,SUBCOMPACT,Silver,Jul,AS8,Z,6,3.5,244
D005,NSW,BMW,SUV - STANDARD,Blue,Jun,AS8,Z,6,3,270
D047,VIC,CHEVROLET,MID-SIZE,Silver,Aug,AV,X,4,1.8,121
D058,VIC,MAZDA,MID-SIZE,White,Jul,AS6,X,4,2.5,177
D032,TAS,FORD,PICKUP TRUCK - STANDARD,Silver,Apr,AS10,X,6,2.7,258
D025,WA,NISSAN,MID-SIZE,White,Oct,AV,X,6,3.5,214
D038,VIC,HONDA,COMPACT,Blue,Sep,AV,X,4,,162
D052,NSW,BMW,COMPACT,Silver,Sep,AS8,Z,6,3,230
D032,TAS,CADILLAC,MID-SIZE,White,Feb,AS6,Z,8,6.2,382
D041,VIC,MERCEDES-BENZ,SUBCOMPACT,Grey,May,AS7,Z,8,4.7,268
D021,QLD,KIA,MID-SIZE,Black,May,AS6,X,4,2.4,143
D007,QLD,SUBARU,SUV - SMALL,Green,Apr,M5,X,4,2,209
D015,VIC,VOLKSWAGEN,COMPACT,White,Apr,M5,X,4,1.8,187
D030,QLD,BMW,COMPACT,Black,Oct,M6,Z,4,2,200
D010,VIC,MINI,COMPACT,Silver,Nov,A6,Z,4,1.6,207
D023,TAS,VOLKSWAGEN,SUBCOMPACT,Silver,Aug,,X,5,3,232
D042,WA,CHEVROLET,SUBCOMPACT,Silver,Oct,M6,Z,4,2,236
D056,WA,DODGE,MID-SIZE,Silver,Oct,M6,Z,8,6.25,320
D021,QLD,MINI,MID-SIZE,White,Nov,M6,Z,6,1.5,214
D024,SA,FORD,PICKUP TRUCK - STANDARD,,Mar,AS6,X,6,3.5,288
D059,NSW,CHRYSLER,FULL-SIZE,Black,Apr,A5,X,8,5.7,294
D051,NSW,PORSCHE,TWO-SEATER,Brown,Jul,M6,Z,6,3.4,239
D033,VIC,INFINITI,SUV - STANDARD,Blue,Sep,AV7,X,4,2.5,214
D005,NSW,BUICK,FULL-SIZE,Black,Nov,AS9,X,6,3.6,250
D023,TAS,HONDA,SUV - SMALL,Orange,Nov,A6,X,6,3.5,266
D022,VIC,DODGE,MID-SIZE,White,Oct,A8,X,8,12.54,289
D058,VIC,MAZDA,COMPACT,Grey,Apr,AS6,X,4,2.5,170
D032,TAS,CADILLAC,COMPACT,Grey,Jun,AS6,X,4,2.5,214
D009,NSW,LEXUS,MID-SIZE,Red,Nov,AV6,X,4,2.5,139
D016,NSW,ROLLS-ROYCE,COMPACT,Grey,Apr,AS8,Z,12,6.25,404
D038,VIC,MERCEDES-BENZ,SUBCOMPACT,Red,Nov,AS7,Z,8,4.7,275
D024,SA,DODGE,MINIVAN,White,Sep,A6,X,6,3.6,276
D012,SA,MAZDA,TWO-SEATER,Silver,Jun,AS6,Z,4,2,187
D019,WA,BMW,FULL-SIZE,Silver,Mar,AS8,Z,8,4.4,283
D004,QLD,PORSCHE,MINICOMPACT,Red,Mar,AM7,Z,6,3.8,258
D026,NSW,BMW,SUV - SMALL,,Mar,AS8,Z,4,2,222
D022,VIC,FORD,FULL-SIZE,Blue,Aug,AS6,E,6,3.5,271
D030,QLD,AUDI,COMPACT,Black,May,,Z,4,2,182
D022,Unknown,CHEVROLET,SUV - STANDARD,Grey,Oct,A6,X,8,,337
D034,VIC,BMW,MID-SIZE,Blue,May,AS8,Z,8,4.4,288
D037,NSW,HONDA,FULL-SIZE,Grey,Apr,M6,Z,4,1.5,167
D027,VIC,TOYOTA,COMPACT,White,Sep,M6,X,4,1.5,165
D055,QLD,BMW,MID-SIZE,Black,Dec,A8,Z,4,2,209
D019,WA,VOLKSWAGEN,SUBCOMPACT,Orange,Feb,AS6,X,4,1.8,199
D051,NSW,MERCEDES-BENZ,MID-SIZE,Silver,Jul,AS7,Z,6,3.5,235
D026,NSW,FORD,SUBCOMPACT,Black,Aug,M6,Z,8,5.2,342
D037,NSW,GMC,SUV - STANDARD,Blue,Jun,A6,E,8,5.3,294
D051,NSW,ALFA ROMEO,MID-SIZE,Black,Feb,A8,Z,4,2,217
D027,VIC,MERCEDES-BENZ,SUBCOMPACT,Grey,Jul,A9,Z,8,4,277
D034,VIC,MITSUBISHI,COMPACT,,Jun,AV,X,3,1.2,141
D047,VIC,BMW,SUBCOMPACT,White,Jan,AS8,Z,4,2,193
D034,VIC,PORSCHE,FULL-SIZE,White,Feb,AM8,Z,8,4,295
D029,NSW,FORD,COMPACT,Yellow,Sep,AM6,X,4,2,179
D047,VIC,FIAT,MINICOMPACT,,Jul,M5,X,4,1.4,179
D049,QLD,CHEVROLET,TWO-SEATER,Silver,Jul,AS8,Z,8,6.2,335
D057,VIC,TOYOTA,PICKUP TRUCK - STANDARD,Black,Oct,AS6,X,8,4.6,349
D012,SA,FORD,COMPACT,White,Oct,A6,E,4,2,165
D001,WA,VOLVO,SUV - SMALL,Black,Oct,AS6,X,6,3.2,264
D001,WA,SUBARU,SUV - SMALL,Black,May,AV,Z,4,2,218
D058,VIC,VOLKSWAGEN,COMPACT,White,Jul,M6,X,4,2,207
D016,NSW,SCION,MINICOMPACT,Grey,Dec,AV,X,4,1.3,147
D020,QLD,CHEVROLET,SUV - SMALL,Yellow,Jun,AS6,X,4,1.4,208
D035,VIC,MERCEDES-BENZ,SUV - STANDARD,Red,Sep,A9,Z,6,3,282
D033,VIC,LEXUS,SUBCOMPACT,White,May,AS6,Z,6,2.5,223
D013,QLD,CHEVROLET,VAN - CARGO,White,Nov,,E,8,5.3,362
D020,QLD,NISSAN,COMPACT,White,Aug,M5,X,4,1.6,177
D046,WA,PORSCHE,MINICOMPACT,Black,Apr,AM7,Z,6,3,221
D042,WA,JEEP,SUV - SMALL,White,Jul,A6,X,4,2.4,238
D050,NSW,ASTON MARTIN,SUBCOMPACT,Blue,Jul,A8,Z,12,6,332
D040,QLD,FORD,SUBCOMPACT,Black,Aug,M6,Z,8,5.2,334
D042,WA,JAGUAR,MINICOMPACT,Black,Jan,AS6,Z,8,5,313
D060,NSW,NISSAN,MID-SIZE,Blue,Jul,AV,X,4,2,171
D042,WA,JAGUAR,TWO-SEATER,White,Oct,AS8,Z,8,5,311
D013,QLD,MERCEDES-BENZ,COMPACT,Blue,May,A9,Z,,2,219
D006,TAS,VOLKSWAGEN,COMPACT,Silver,Nov,M6,D,4,2,184
D004,QLD,MERCEDES-BENZ,TWO-SEATER,Blue,Mar,AS7,Z,4,1.8,205
D059,NSW,CHEVROLET,VAN - PASSENGER,Black,Sep,A6,X,8,6,410.5
D031,QLD,PORSCHE,MINICOMPACT,White,Nov,AM7,Z,6,3.8,266
D004,QLD,PORSCHE,TWO-SEATER,White,Mar,AM7,Z,4,2.5,230
D050,NSW,GMC,PICKUP TRUCK - SMALL,Red,Dec,A6,D,4,2.8,257
D009,NSW,FORD,COMPACT,Silver,Oct,M5,X,4,2,186
D020,QLD,DODGE,SUV - SMALL,Blue,Aug,A6,E,6,3.6,274
D051,NSW,FORD,FULL-SIZE,,Jul,AS6,X,6,3.5,270
D046,WA,SUBARU,STATION WAGON - SMALL,White,Jul,,X,4,2,211
D018,NSW,BMW,COMPACT,Grey,Apr,M6,Z,6,3,256
D005,NSW,SUBARU,COMPACT,Black,Nov,AV8,Z,4,2,255
D018,NSW,HYUNDAI,SUV - SMALL,Brown,Oct,A6,X,4,2,214
D010,VIC,INFINITI,SUV - SMALL,Grey,Feb,AS7,Z,6,3.7,301
D055,QLD,CHRYSLER,FULL-SIZE,Grey,Sep,A8,X,6,3.6,258
D030,QLD,NISSAN,STATION WAGON - MID-SIZE,White,Dec,AV7,X,6,3.5,230
D052,NSW,LEXUS,SUV - SMALL,Yellow,Mar,AS8,X,6,3.5,252
D033,VIC,MERCEDES-BENZ,STATION WAGON - SMALL,Red,Apr,A9,Z,4,2,221
D037,NSW,FORD,COMPACT,Grey,Jun,AM6,X,4,2,185
D002,VIC,DODGE,MID-SIZE,White,Oct,A6,E,4,2,184
D027,VIC,JAGUAR,MINICOMPACT,Silver,May,AS6,Z,8,5,310
D018,NSW,FORD,SUV - SMALL,Silver,Dec,AS6,X,4,2,230
D026,NSW,NISSAN,SUV - SMALL,Black,Nov,AV,X,4,2.5,192
D056,WA,PORSCHE,FULL-SIZE,Silver,May,AM8,Z,6,3,253
D023,TAS,MERCEDES-BENZ,SUBCOMPACT,Black,Mar,A9,Z,6,3,245
D049,QLD,DODGE,MID-SIZE,Silver,Oct,A8,X,6,3.6,258
D052,NSW,PORSCHE,MINICOMPACT,Grey,Mar,AM7,Z,6,3,226
D038,VIC,MERCEDES-BENZ,SUV - STANDARD,Red,Jun,AS7,Z,8,5.5,407
D060,NSW,GMC,SUV - STANDARD,Blue,Apr,A6,X,8,5.3,310
D030,QLD,HYUNDAI,COMPACT,White,Apr,AV,X,4,1.6,160
D028,NSW,JEEP,SUV - SMALL,Blue,Dec,A9,X,4,2,214
D018,NSW,GMC,PICKUP TRUCK - STANDARD,Green,Jul,A6,X,6,4.3,278
D028,NSW,CHEVROLET,VAN - CARGO,White,Sep,A4,E,8,5.3,344
D038,VIC,FORD,PICKUP TRUCK - STANDARD,White,Mar,AS10,E,8,5,296
D004,QLD,BMW,COMPACT,Black,Nov,AS8,Z,6,3,228
D015,VIC,PORSCHE,FULL-SIZE,Blue,Mar,AM7,Z,8,4.8,298
D001,WA,BMW,SUBCOMPACT,White,Apr,M6,Z,6,6.6,382.5
D016,NSW,PORSCHE,MINICOMPACT,White,Apr,AM7,Z,6,3.8,259
D018,NSW,CADILLAC,MID-SIZE,White,Jun,AS8,X,6,3.6,234
D002,VIC,FORD,PICKUP TRUCK - STANDARD,White,Jul,,X,6,3.5,285
D046,WA,AUDI,SUV - SMALL,Blue,Jun,AS8,Z,4,2,244
D001,WA,MERCEDES-BENZ,STATION WAGON - SMALL,Red,Feb,,Z,4,,184
D046,WA,JAGUAR,TWO-SEATER,White,May,AS8,Z,6,3,265
D002,VIC,AUDI,TWO-SEATER,Black,Mar,A7,Z,8,4.2,336
D010,VIC,FORD,PICKUP TRUCK - STANDARD,Red,Dec,AS10,X,6,3.5,303
D031,QLD,PORSCHE,MINICOMPACT,White,Mar,AM7,Z,6,3.8,274
D035,VIC,VOLKSWAGEN,SUV - STANDARD,White,Nov,AS8,X,6,3.6,286
D045,WA,LEXUS,MID-SIZE,White,Aug,AS8,Z,6,3.5,251
D014,WA,MAZDA,SUV - SMALL,Blue,Aug,AS6,X,4,2.5,225
D056,WA,CADILLAC,SUV - SMALL,Grey,May,AS9,X,6,3.6,270
D015,VIC,HYUNDAI,MID-SIZE,Blue,May,AS6,X,4,2.4,145
D005,NSW,MAZDA,COMPACT,Orange,Nov,AS6,X,4,2.5,173
D032,TAS,TOYOTA,SUV - SMALL,White,May,AS6,X,4,2.5,222
D036,NSW,BMW,TWO-SEATER,Silver,Feb,AM7,Z,6,3,278
D031,QLD,MERCEDES-BENZ,FULL-SIZE,Yellow,Jul,A7,Z,12,6,355
D025,WA,BMW,COMPACT,Unknown,Feb,AM7,Z,8,4.4,343
D047,VIC,GMC,PICKUP TRUCK - SMALL,Grey,Sep,A8,X,6,3.6,286
D019,WA,JAGUAR,TWO-SEATER,Red,Aug,AS8,Z,8,5,311
D004,QLD,GMC,SUV - SMALL,Grey,May,A6,X,4,2.4,209
D013,QLD,CHEVROLET,SUBCOMPACT,White,Jan,AS10,Z,8,6.2,361
D055,QLD,BMW,COMPACT,Grey,Sep,M6,Z,8,4.4,315
D056,WA,JEEP,SUV - SMALL,,Jan,M5,X,4,2.4,216
D058,VIC,BMW,SUBCOMPACT,White,Nov,AS8,Z,6,3,222
D057,VIC,GMC,VAN - PASSENGER,Grey,Feb,A6,X,8,4.8,410.5
D036,NSW,GMC,PICKUP TRUCK - SMALL,Silver,Nov,A6,X,4,2.5,265
D036,NSW,CHEVROLET,STATION WAGON - SMALL,Silver,May,M6,X,4,1.4,174
D027,VIC,JEEP,SUV - SMALL,Unknown,Nov,M5,X,4,2.4,219
D050,NSW,DODGE,FULL-SIZE,Blue,Apr,,E,6,3.6,222
D031,QLD,AUDI,FULL-SIZE,Black,Aug,AS8,Z,6,3,267
D015,VIC,AUDI,COMPACT,White,Aug,AS8,Z,6,3,245
D038,VIC,GMC,PICKUP TRUCK - SMALL,White,Apr,A6,X,4,2.5,252
D048,NSW,ALFA ROMEO,SUV - SMALL,Red,Apr,A8,Z,4,2,226
D025,WA,GMC,VAN - PASSENGER,Blue,Nov,A6,X,8,6,410.5
D056,WA,INFINITI,SUV - SMALL,Black,May,AV7,Z,6,3.5,257
D017,VIC,PORSCHE,TWO-SEATER,White,May,AM7,Z,6,2.7,212
D003,WA,INFINITI,COMPACT,Blue,May,AS7,Z,6,3.5,181
D017,VIC,LAND ROVER,SUV - STANDARD,White,Aug,AS8,E,8,5,342
D035,VIC,FORD,SUBCOMPACT,White,Sep,AS6,X,,5,299
D037,NSW,JEEP,SUV - SMALL,Silver,Aug,A9,X,4,2.4,219
D056,WA,HONDA,FULL-SIZE,Brown,May,AV,X,4,2,117
D030,QLD,TOYOTA,MINIVAN,Black,Apr,AS6,X,6,3.5,260
D015,VIC,FORD,PICKUP TRUCK - STANDARD,White,Nov,AS6,X,8,5,340
D051,NSW,BMW,MID-SIZE,White,Aug,AM7,Z,8,4.4,344
D040,QLD,FORD,PICKUP TRUCK - STANDARD,White,Jun,AS6,E,8,5,299
D039,NSW,AUDI,FULL-SIZE,Red,May,AS8,Z,8,4,255
D036,NSW,HYUNDAI,SUV - STANDARD,Grey,Jul,AS8,X,6,3.8,265
D034,VIC,BUICK,MID-SIZE,Silver,Sep,AS8,Z,4,2,227
D001,WA,MERCEDES-BENZ,COMPACT,,Sep,A9,Z,6,3,235
D031,QLD,JEEP,SUV - SMALL,Red,Nov,A9,X,4,2,240
D017,VIC,PORSCHE,MINICOMPACT,White,Jun,M7,Z,6,3,246
D044,NSW,MERCEDES-BENZ,SUV - STANDARD,Unknown,Mar,,Z,8,5.5,369
D033,VIC,JAGUAR,TWO-SEATER,Silver,May,M6,Z,6,3,296
D045,WA,MINI,COMPACT,White,May,M6,Z,4,1.6,200
D033,VIC,MERCEDES-BENZ,SUV - STANDARD,Silver,Feb,AS7,Z,8,5.5,410.5
D002,VIC,MAZDA,SUV - SMALL,Grey,Apr,AS6,X,4,2.5,198
D030,QLD,VOLKSWAGEN,SUBCOMPACT,Blue,Sep,AS6,X,4,2,191
D048,NSW,CHEVROLET,COMPACT,White,May,AS6,X,6,3.6,242
D007,QLD,ALFA ROMEO,MID-SIZE,Blue,Jul,,Z,4,2,217
D052,NSW,LAMBORGHINI,TWO-SEATER,Grey,Apr,AM7,Z,12,6.25,410.5
D018,NSW,MERCEDES-BENZ,COMPACT,Grey,May,A9,Z,6,3,264
D025,WA,DODGE,SUV - SMALL,White,Aug,A4,X,4,2.4,261
D058,VIC,MINI,COMPACT,Black,Feb,M6,Z,4,1.6,200
D043,Unknown,MASERATI,FULL-SIZE,Grey,Oct,AS8,Z,6,3,301
D014,WA,MERCEDES-BENZ,SUV - STANDARD,White,Feb,A7,Z,8,5.5,410.5
D046,Unknown,FORD,SUV - STANDARD,Blue,May,AS6,E,6,3.5,267
D045,WA,MITSUBISHI,SUV - SMALL,Silver,Aug,AV6,X,4,,209
D007,QLD,BENTLEY,SUBCOMPACT,Grey,Nov,AS8,Z,12,6,368
D008,WA,LAND ROVER,SUV - SMALL,Black,Apr,AS8,Z,6,3,273
D054,QLD,FIAT,SUV - SMALL,Blue,Jun,M6,X,4,1.4,197
D031,QLD,HONDA,STATION WAGON - SMALL,Red,Sep,M6,X,4,1.5,174
D022,VIC,MERCEDES-BENZ,SUV - STANDARD,Grey,May,A9,Z,6,3,281
D006,TAS,PORSCHE,FULL-SIZE,White,Feb,AM8,Z,6,2.9,273
D041,VIC,CHEVROLET,COMPACT,,Apr,AS6,Z,8,6.2,294
D033,VIC,FORD,SUV - SMALL,Orange,Dec,AS6,X,4,3,229
D016,NSW,MERCEDES-BENZ,SUV - SMALL,White,Sep,A9,Z,6,3,353
D033,VIC,CADILLAC,MID-SIZE,Red,Mar,M6,Z,,6.2,340
D036,NSW,MINI,SUBCOMPACT,Unknown,Mar,M6,Z,4,2,198
D027,VIC,AUDI,STATION WAGON - SMALL,Blue,Mar,AS8,Z,4,2,228
D010,VIC,INFINITI,SUBCOMPACT,White,Mar,AS7,Z,4,2,233
D057,VIC,TOYOTA,STATION WAGON - MID-SIZE,Black,Mar,AV,X,4,,131
D056,WA,BMW,COMPACT,Black,Aug,AS8,Z,4,,209
D020,QLD,TOYOTA,SUV - SMALL,Green,May,AS8,X,6,3.5,243
D052,NSW,MERCEDES-BENZ,FULL-SIZE,Blue,May,A9,Z,8,4,275
D026,NSW,HYUNDAI,SUV - SMALL,White,Nov,AS6,X,4,6,202
D045,WA,KIA,SUV - SMALL,Silver,Nov,,X,4,2.4,246
D023,TAS,BMW,COMPACT,Grey,Mar,AS8,D,4,2,108.6
D013,QLD,MITSUBISHI,COMPACT,Black,Jul,M5,X,3,1.2,150
